,alias,categories,coordinates_latitude,coordinates_longitude,display_phone,distance,id,image_url,is_closed,location_address1,location_address2,location_address3,location_city,location_country,location_display_address,location_state,location_zip_code,name,phone,price,rating,review_count,transactions,url
37,northerly-brooklyn-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.71065,-73.95801,(718) 388-1101,3117.364455015,qmug--sWLL23vwMFfuEmqQ,https://s3-media1.fl.yelpcdn.com/bphoto/qXlebqJKV5OjXuNWvxAzkA/o.jpg,False,181 Havemeyer St,,,Brooklyn,US,"['181 Havemeyer St', 'Brooklyn, NY 11211']",NY,11211,Northerly,+17183881101,$,4.5,54,[],https://www.yelp.com/biz/northerly-brooklyn-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
38,two-for-the-pot-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'herbsandspices', 'title': 'Herbs & Spices'}]",40.69067,-73.994461,(718) 855-8173,1660.247085882,lUZbIxWf_eylfXcJcjdCBg,https://s3-media1.fl.yelpcdn.com/bphoto/GWKY0OL2MLexGlNYwCWDlA/o.jpg,False,200 Clinton St,,,Brooklyn,US,"['200 Clinton St', 'Brooklyn, NY 11201']",NY,11201,Two For the Pot,+17188558173,$$,4.5,33,[],https://www.yelp.com/biz/two-for-the-pot-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
39,happy-bones-nyc-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.720726,-73.9970474,(212) 673-3754,1718.7564341156,jDLKMWhHACb5w1DDtnW9ag,https://s3-media1.fl.yelpcdn.com/bphoto/elDezPe_3XLHkJontILRYQ/o.jpg,False,394 Broome St,,,New York,US,"['394 Broome St', 'New York, NY 10013']",NY,10013,Happy Bones NYC,+12126733754,$$,4.0,266,[],https://www.yelp.com/biz/happy-bones-nyc-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
40,grounded-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.73806,-74.0034,(212) 647-0943,3702.2077522411,ZnJZ8F17rLIZ3JbJQ2admw,https://s3-media4.fl.yelpcdn.com/bphoto/de6HOIlSF2E8oda3kHjgIg/o.jpg,False,28 Jane St,,,New York,US,"['28 Jane St', 'New York, NY 10014']",NY,10014,Grounded,+12126470943,$,4.0,698,['delivery'],https://www.yelp.com/biz/grounded-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
41,cafe-madeline-brooklyn,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",40.6419312,-73.9633539,(218) 941-4020,7528.9731458817,bZc7uxqmmYLxLb14gfCOuw,https://s3-media2.fl.yelpcdn.com/bphoto/lVF-hK8V2fIkCcbW1lBjXw/o.jpg,False,1603 Cortelyou Rd,,,Brooklyn,US,"['1603 Cortelyou Rd', 'Brooklyn, NY 11226']",NY,11226,Cafe Madeline,+12189414020,$$,4.0,456,[],https://www.yelp.com/biz/cafe-madeline-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
42,black-cat-les-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.719129,-73.984509,(646) 918-7711,1730.7079021348,prQUP_jDq72ll8jf__TK_w,https://s3-media4.fl.yelpcdn.com/bphoto/Qs8YxUpFUjiOeX5Lvfuf2Q/o.jpg,False,172 Rivington St,,,New York,US,"['172 Rivington St', 'New York, NY 10002']",NY,10002,Black Cat LES,+16469187711,$,4.0,258,"['pickup', 'delivery']",https://www.yelp.com/biz/black-cat-les-new-york-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
43,mud-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",40.72905,-73.98668,(212) 228-9074,2705.4580849244,S-WdvEU1X7J33whXWk1zmw,https://s3-media4.fl.yelpcdn.com/bphoto/Btc3X8a2cR-nfD3HV5JIzA/o.jpg,False,307 E 9th St,,,New York,US,"['307 E 9th St', 'New York, NY 10003']",NY,10003,MUD,+12122289074,$$,4.0,1083,[],https://www.yelp.com/biz/mud-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
44,dot-and-line-brooklyn-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",40.68416,-73.98357,(929) 433-6111,2532.5554081981,5ChP6-1d_LC6-7e6ZQw2Lw,https://s3-media4.fl.yelpcdn.com/bphoto/jzPtSddzzbe74oTWTnZsYA/o.jpg,False,253 Bergen St,,,Brooklyn,US,"['253 Bergen St', 'Brooklyn, NY 11217']",NY,11217,dot & line,+19294336111,$,4.5,43,[],https://www.yelp.com/biz/dot-and-line-brooklyn-4?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
45,lēna-coffee-bar-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.732439,-73.996744,(212) 979-2315,3008.7054678136,IJmnnNx5RlvcckyTt3yjLQ,https://s3-media3.fl.yelpcdn.com/bphoto/PmISwEekEXmeY58Ry0_6FQ/o.jpg,False,1 W 8th St,Ste B,,New York,US,"['1 W 8th St', 'Ste B', 'New York, NY 10011']",NY,10011,LĒNA Coffee Bar,+12129792315,$,4.5,95,"['pickup', 'delivery']",https://www.yelp.com/biz/l%C4%93na-coffee-bar-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
46,optimistic-cafe-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7550302987,-73.9906900004,(646) 998-3970,5521.9957406809,S1A-3f6i2Y5R6BBBnKDfwQ,https://s3-media2.fl.yelpcdn.com/bphoto/18RFEu6dwGon8S6zcLreaA/o.jpg,False,260 W 39th St,,,New York,US,"['260 W 39th St', 'New York, NY 10018']",NY,10018,Optimistic Cafe,+16469983970,$,4.5,33,[],https://www.yelp.com/biz/optimistic-cafe-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
47,black-brick-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7142079238,-73.9617848396,(718) 384-0075,2908.1707973177,tq7dDT6edTInhkNdDrYv_w,https://s3-media1.fl.yelpcdn.com/bphoto/KMA7EDvWqQnCa9T6SICejQ/o.jpg,False,300 Bedford Ave,,,Brooklyn,US,"['300 Bedford Ave', 'Brooklyn, NY 11211']",NY,11211,Black Brick,+17183840075,$,4.0,289,[],https://www.yelp.com/biz/black-brick-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
48,usagi-ny-dumbo-7,"[{'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'homedecor', 'title': 'Home Decor'}]",40.70383,-73.98691,(718) 801-8037,635.7818631528,vijwGDNrPBJHEG7_DsjZNw,https://s3-media2.fl.yelpcdn.com/bphoto/5gCxDDgvjSnZOIM6fl6Wqg/o.jpg,False,163 Plymouth St,,,Dumbo,US,"['163 Plymouth St', 'Dumbo, NY 11201']",NY,11201,Usagi NY,+17188018037,$$,4.5,56,[],https://www.yelp.com/biz/usagi-ny-dumbo-7?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
49,spreadhouse-cafe-new-york-3,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bars', 'title': 'Bars'}]",40.71891,-73.98585,(646) 524-6353,1657.2327995035,wTA00Dov2lFYXKnZ58eXAQ,https://s3-media2.fl.yelpcdn.com/bphoto/YsBfwR-s2ZdfmCwqwAx_iQ/o.jpg,False,116 Suffolk St,,,New York,US,"['116 Suffolk St', 'New York, NY 10002']",NY,10002,Spreadhouse Cafe,+16465246353,$,4.0,375,[],https://www.yelp.com/biz/spreadhouse-cafe-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
50,coffee-project-ny-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.72699,-73.98922,(212) 228-7888,2435.8434261217,pimuUR-TEHIjUla3S3jemQ,https://s3-media2.fl.yelpcdn.com/bphoto/2Wtg4i2JV0N0ZZnl33S3Cg/o.jpg,False,239 E 5th St,,,New York,US,"['239 E 5th St', 'New York, NY 10003']",NY,10003,Coffee Project NY,+12122287888,$$,4.5,615,[],https://www.yelp.com/biz/coffee-project-ny-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
51,lella-alimentari-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.71516,-73.946451,(718) 599-2625,4171.8406595331,UpPXAjKc-CyuCg72chwd3A,https://s3-media1.fl.yelpcdn.com/bphoto/nPa0-YoztfhyznfKVzfbeg/o.jpg,False,325 Manhattan Ave,,,Brooklyn,US,"['325 Manhattan Ave', 'Brooklyn, NY 11211']",NY,11211,Lella Alimentari,+17185992625,$,5.0,152,[],https://www.yelp.com/biz/lella-alimentari-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
52,saltwater-coffee-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.730457799999996,-73.9839175,(917) 881-2245,2915.532076906,SZXOfQbLyF3C5GwYBj6VvA,https://s3-media1.fl.yelpcdn.com/bphoto/cdBBTyVhiBft09uTwGStcw/o.jpg,False,345 E 12th St,,,New York,US,"['345 E 12th St', 'New York, NY 10003']",NY,10003,Saltwater Coffee,+19178812245,$$,5.0,158,[],https://www.yelp.com/biz/saltwater-coffee-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
53,urban-backyard-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.72077,-73.99646,(646) 692-9957,1716.0183423034,HUlbrPvAr6sXuBfp5z1MWA,https://s3-media3.fl.yelpcdn.com/bphoto/Xh8__mjKHbtT9xs9RTzwxg/o.jpg,False,180 Mulberry St,,,New York,US,"['180 Mulberry St', 'New York, NY 10012']",NY,10012,Urban Backyard,+16466929957,$$,5.0,54,[],https://www.yelp.com/biz/urban-backyard-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
54,bird-and-branch-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",40.7603099,-73.99087,(917) 265-8444,6107.0085323431,IkyRp47Jpbk_AQ35qlr-eg,https://s3-media3.fl.yelpcdn.com/bphoto/icX4I6M0-slxfP43nknguw/o.jpg,False,359 West 45th St,,,New York,US,"['359 West 45th St', 'New York, NY 10036']",NY,10036,Bird & Branch,+19172658444,$$,5.0,131,[],https://www.yelp.com/biz/bird-and-branch-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
55,frisson-espresso-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",40.7608108521,-73.9889984131,(646) 850-3928,6174.3373732836,HjGjGy3JhhRFcR7MaQLrjA,https://s3-media4.fl.yelpcdn.com/bphoto/Nc04NmKAd_l3JsCinFymrA/o.jpg,False,326 W 47th St,,,New York,US,"['326 W 47th St', 'New York, NY 10036']",NY,10036,Frisson Espresso,+16468503928,$,4.5,627,"['delivery', 'pickup']",https://www.yelp.com/biz/frisson-espresso-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
56,la-parisienne-new-york-5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",40.70961,-74.0093799,(646) 756-4911,1350.108963069,xTnivXEdEtXrnhp-z4JGvg,https://s3-media2.fl.yelpcdn.com/bphoto/8i6Hgi2iOA06CgDK8ED4pQ/o.jpg,False,9 Maiden Ln,,,New York,US,"['9 Maiden Ln', 'New York, NY 10038']",NY,10038,La Parisienne,+16467564911,$$,4.5,244,"['delivery', 'pickup']",https://www.yelp.com/biz/la-parisienne-new-york-5?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
57,bibble-and-sip-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",40.76282,-73.98518,(646) 649-5116,6427.9212521554,WHRHK3S1mQc3PmhwsGRvbw,https://s3-media2.fl.yelpcdn.com/bphoto/b4_G7Dc2l1hpHlTjH48kuw/o.jpg,False,253 W 51st St,,,New York,US,"['253 W 51st St', 'New York, NY 10019']",NY,10019,Bibble & Sip,+16466495116,$,4.5,4135,[],https://www.yelp.com/biz/bibble-and-sip-new-york-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
58,little-collins-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.759912,-73.96964,(212) 308-1969,6402.7922098556,1aD88qNRb08LGBkl84GQTA,https://s3-media2.fl.yelpcdn.com/bphoto/Y52xQoubzZS4Etd7LHPwIg/o.jpg,False,667 Lexington Ave,,,New York,US,"['667 Lexington Ave', 'New York, NY 10022']",NY,10022,Little Collins,+12123081969,$$,4.5,715,"['delivery', 'pickup']",https://www.yelp.com/biz/little-collins-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
59,roots-cafe-brooklyn-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.6628485,-73.9916831,(929) 301-5535,4741.604888418,nqXvLzqzQQTJ2eMPkAcojw,https://s3-media1.fl.yelpcdn.com/bphoto/zZbJ-2Fu6snfH0waaILiRQ/o.jpg,False,639 5th Ave,,,Brooklyn,US,"['639 5th Ave', 'Brooklyn, NY 11215']",NY,11215,Roots Cafe,+19293015535,$,4.5,289,[],https://www.yelp.com/biz/roots-cafe-brooklyn-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
60,burrow-brooklyn,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7027217,-73.9868878,,693.8065652395,nyxmTe-It-tzfagvjkge1g,https://s3-media1.fl.yelpcdn.com/bphoto/oAg_RiYyeMnUO5bY_eIOQw/o.jpg,False,68 Jay St,Ste 119,,Brooklyn,US,"['68 Jay St', 'Ste 119', 'Brooklyn, NY 11201']",NY,11201,Burrow,,$,4.5,63,[],https://www.yelp.com/biz/burrow-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
61,rex-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",40.7688770028,-73.9885788233,(212) 757-0580,7069.7371132947,lwfrB59lvpkCBw2FZD3X6w,https://s3-media1.fl.yelpcdn.com/bphoto/kp1VxDIDtfZQ3ctl32IAfw/o.jpg,False,864 10th Ave,,,New York,US,"['864 10th Ave', 'New York, NY 10019']",NY,10019,Rex,+12127570580,$,4.5,484,[],https://www.yelp.com/biz/rex-new-york-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
62,cafe-patoro-new-york,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7072720975,-74.0023160353,(917) 262-0031,706.1266596183,wWhZvkaFrntlSf1CWvD1Zw,https://s3-media2.fl.yelpcdn.com/bphoto/Nnlsd9Wl7KFVVqZxtDRWpw/o.jpg,False,223 Front St,,,New York,US,"['223 Front St', 'New York, NY 10038']",NY,10038,Cafe Patoro,+19172620031,$,4.5,137,"['delivery', 'pickup']",https://www.yelp.com/biz/cafe-patoro-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
63,daily-provisions-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.73768,-73.9876685,(212) 488-1505,3624.1190065203,t4M1VX4n34eEgUWMJ7cgKw,https://s3-media3.fl.yelpcdn.com/bphoto/eojExSsIJ48n7IV1QOAi3A/o.jpg,False,103 E 19th St,,,New York,US,"['103 E 19th St', 'New York, NY 10003']",NY,10003,Daily Provisions,+12124881505,$$,4.5,298,[],https://www.yelp.com/biz/daily-provisions-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
64,penny-house-cafe-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",40.676044,-73.963713,(347) 240-7281,4163.579207137,ROFCA0HkLDA1KZWzAOnCxw,https://s3-media2.fl.yelpcdn.com/bphoto/2ciINwjjiASgA2HDQcwm8g/o.jpg,False,732 Washington Ave,,,Brooklyn,US,"['732 Washington Ave', 'Brooklyn, NY 11238']",NY,11238,Penny House Cafe,+13472407281,$,4.5,215,[],https://www.yelp.com/biz/penny-house-cafe-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
65,seven-grams-caffe-new-york-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",40.7456063122,-73.9942775378,(212) 727-1777,4465.7444815221,HgfzssjwDEWtdcaxSJqfqg,https://s3-media2.fl.yelpcdn.com/bphoto/QOKRbC4ppjsHXqGFSa0VmQ/o.jpg,False,275 7th Ave,,,New York,US,"['275 7th Ave', 'New York, NY 10001']",NY,10001,Seven Grams Caffe,+12127271777,$,4.5,369,"['delivery', 'pickup']",https://www.yelp.com/biz/seven-grams-caffe-new-york-3?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
66,dweebs-brooklyn,"[{'alias': 'cafes', 'title': 'Cafes'}]",40.7003712484,-73.9228504316,(347) 413-5272,6048.7727298531,pQkzgYnGnNzdCWriyGlfdg,https://s3-media2.fl.yelpcdn.com/bphoto/lKJeQmtWxgZctFuU2v30Ow/o.jpg,False,1434 Dekalb Ave,,,Brooklyn,US,"['1434 Dekalb Ave', 'Brooklyn, NY 11237']",NY,11237,Dweebs,+13474135272,$,4.5,72,[],https://www.yelp.com/biz/dweebs-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
67,sey-coffee-brooklyn,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.705318,-73.932418,(347) 871-1611,5215.7150237589,bmSYtYRPf6ycx-4xWhbHFg,https://s3-media2.fl.yelpcdn.com/bphoto/u-ELVPkaYK8piYsQxUkosw/o.jpg,False,18 Grattan St,,,Brooklyn,US,"['18 Grattan St', 'Brooklyn, NY 11206']",NY,11206,Sey Coffee,+13478711611,$,4.5,65,[],https://www.yelp.com/biz/sey-coffee-brooklyn?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
68,bluestone-lane-new-york-10,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",40.7554239,-73.9705679,(718) 374-6858,5906.0452898522,NYU2iSBy2nwBmggb07FWXA,https://s3-media2.fl.yelpcdn.com/bphoto/cx6rBga6732RSVEFCTuxVw/o.jpg,False,805 3rd Ave,,,New York,US,"['805 3rd Ave', 'New York, NY 10022']",NY,10022,Bluestone Lane,+17183746858,$,4.5,237,[],https://www.yelp.com/biz/bluestone-lane-new-york-10?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
69,kaigo-coffee-room-new-york-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.7187029822,-74.0004725371,(646) 504-5353,1563.5297646007,u0bYCPlbJ85_lDjnZQ_e3w,https://s3-media4.fl.yelpcdn.com/bphoto/b6xzD6icNoM9SJ9PnYILeQ/o.jpg,False,120C Lafayette St,,,New York,US,"['120C Lafayette St', 'New York, NY 10013']",NY,10013,Kaigo Coffee Room,+16465045353,$$,4.5,118,[],https://www.yelp.com/biz/kaigo-coffee-room-new-york-4?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
70,la-colombe-coffee-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",40.72396,-73.99643,(212) 625-1717,2069.5745999716,-8nEZ20KDfr4PPH47MrAOA,https://s3-media4.fl.yelpcdn.com/bphoto/6j27l5rIkTs8KOZOtc9t_Q/o.jpg,False,270 Lafayette St,,,New York,US,"['270 Lafayette St', 'New York, NY 10012']",NY,10012,La Colombe Coffee,+12126251717,$$,4.5,638,[],https://www.yelp.com/biz/la-colombe-coffee-new-york-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
71,round-k-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]",40.718906,-73.990966,(917) 475-1423,1523.9167334386,kuKSvCZDFrgOrY-dcrOefg,https://s3-media1.fl.yelpcdn.com/bphoto/S5rlrXJpAGtwSJS8xcJ0XA/o.jpg,False,99 Allen St,,,New York,US,"['99 Allen St', 'New York, NY 10002']",NY,10002,Round K,+19174751423,$,4.5,329,"['delivery', 'pickup']",https://www.yelp.com/biz/round-k-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
72,stumptown-coffee-roasters-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",40.7328193931,-73.9979619991,(347) 414-7802,3059.5684961992,IKB1DhFCLFY98mTt_l6u2A,https://s3-media1.fl.yelpcdn.com/bphoto/e_YMkoH2YqdLrtMAOZkZ0w/o.jpg,False,30 W 8th St,,,New York,US,"['30 W 8th St', 'New York, NY 10011']",NY,10011,Stumptown Coffee Roasters,+13474147802,$$,4.5,394,[],https://www.yelp.com/biz/stumptown-coffee-roasters-new-york-2?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
73,perk-kafe-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",40.7477647359,-73.9770407671,(212) 686-7375,4925.2051311799,xHBpwGzxxbC3vTahHWdABg,https://s3-media3.fl.yelpcdn.com/bphoto/GN_GrTR4Gm9JyqKIZOHZEw/o.jpg,False,162 E 37th St,,,New York,US,"['162 E 37th St', 'New York, NY 10016']",NY,10016,Perk Kafe,+12126867375,$,4.5,359,[],https://www.yelp.com/biz/perk-kafe-new-york?adjust_creative=w1T_agSsZFkZALqEYIiCXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=w1T_agSsZFkZALqEYIiCXQ
